Id,nodeType,status,region,longitude,latitude,attacked
12411,infrastructure,green,NE,-74.03995,41.87916,false
12414,controller,green,NE,-73.90452,42.223002,false
85395,infrastructure,green,SW,-112.246311,33.580089,false
12412,controller,green,NE,-74.2619,42.001351,false
12413,infrastructure,green,NE,-74.008,42.307982,false
24407,controller,green,E,-79.141332,38.179715,false
85380,infrastructure,green,SW,-112.18717,33.276539,false
85381,controller,green,SW,-112.22791,33.60864,false
97369,infrastructure,green,NW,-124.06328,44.758819,false
97366,controller,green,NW,-124.05401,44.567998,false
97365,infrastructure,green,NW,-124.05039,44.649252,false
97368,controller,green,NW,-123.91182,45.009935,false
24401,infrastructure,green,E,-79.07625,38.146216,false
97367,controller,green,NW,-124.00655,44.950573,false
97362,infrastructure,green,NW,-122.79115,45.067719,false
97361,controller,green,NW,-123.30325,44.789252,false
24402,infrastructure,green,E,-79.062858,38.159275,false
97364,controller,green,NW,-123.98589,44.997061,false
12429,infrastructure,green,NE,-73.97824,41.816628,false
12427,controller,green,NE,-74.15306,42.167622,false
97360,infrastructure,green,NW,-122.47727,44.75067,false
12428,controller,green,NE,-74.42061,41.727588,false
12421,infrastructure,green,NE,-74.54558,42.249541,false
12422,controller,green,NE,-74.20164,42.390291,false
85387,infrastructure,green,SW,-112.18717,33.276539,false
12420,controller,yellow,NE,-74.37833,41.674288,false
85385,infrastructure,blue,SW,-112.18717,33.276539,false
85382,controller,blue,SW,-112.24838,33.689869,false
12423,infrastructure,blue,NE,-74.10443,42.378679,false
12424,controller,yellow,NE,-74.15932,42.240343,false
85383,infrastructure,yellow,SW,-112.244827,33.700837,false
97394,controller,blue,NW,-124.04868,44.424255,false
97396,infrastructure,yellow,NW,-123.49286,45.140178,false
97391,controller,orange,NW,-123.91515,44.626888,false
97390,infrastructure,orange,NW,-123.83344,44.309872,false
97392,controller,green,NW,-122.9485,44.807739,false
97388,infrastructure,green,NW,-123.994219,44.885,false
97389,controller,green,NW,-123.09787,44.538801,false
97384,infrastructure,green,NW,-122.618719,44.790267,false
97383,controller,green,NW,-122.7601,44.798379,false
97386,infrastructure,green,NW,-122.72856,44.391863,false
97385,controller,green,NW,-122.7645,44.850245,false
97380,infrastructure,green,NW,-123.91023,44.738154,false
12407,controller,green,NE,-74.33926,42.321453,false
12405,infrastructure,green,NE,-74.07288,42.320081,false
12406,controller,green,NE,-74.57574,42.130111,false
97381,infrastructure,green,NW,-122.78012,45.003489,false
12409,controller,green,NE,-74.16063,42.061841,false
12404,infrastructure,green,NE,-74.23471,41.811322,false
12401,controller,green,NE,-74.02259,41.932315,false
12402,infrastructure,green,NE,-74.345684,41.878801,false
36360,controller,green,SE,-85.62908,31.447119,false
36361,infrastructure,green,SE,-85.603458,31.407872,false
48348,controller,green,OV,-83.37805,42.768373,false
36362,infrastructure,green,SE,-85.70509,31.352676,false
48347,controller,green,OV,-83.3863,42.660091,false
48346,infrastructure,green,OV,-83.4044,42.720966,false
61320,controller,green,C,-89.17366,41.350864,false
73301,infrastructure,green,S,-97.771258,30.326374,false
61321,controller,green,C,-88.97932,40.963663,false
61322,infrastructure,green,C,-89.3086,41.321814,false
24377,controller,green,E,-81.54797,37.000956,false
61323,infrastructure,green,C,-89.39583,41.435327,false
61324,controller,green,C,-89.41267,41.770952,false
24379,infrastructure,green,E,-81.257795,36.682782,false
24378,controller,green,E,-81.43411,36.684567,false
61325,infrastructure,green,C,-88.82807,41.234167,false
61326,controller,green,C,-89.23655,41.264159,false
61327,infrastructure,green,C,-89.32451,41.252101,false
61328,controller,green,C,-89.46289,41.504603,false
61329,infrastructure,green,C,-89.21239,41.380259,false
61319,controller,green,C,-88.74854,41.011259,false
24370,infrastructure,green,E,-81.74825,36.893445,false
24373,controller,green,E,-81.549231,36.826371,false
24375,infrastructure,green,E,-81.37541,36.790265,false
75972,controller,green,S,-94.16169,31.514959,false
75973,infrastructure,green,S,-93.90706,31.735326,false
24374,controller,green,E,-81.19791,36.813383,false
75974,infrastructure,green,S,-94.24291,31.943273,false
75975,controller,green,S,-94.40775,31.903614,false
48343,infrastructure,green,OV,-83.3863,42.660091,false
75976,controller,green,S,-94.94939,31.506076,false
48342,infrastructure,green,OV,-83.28211,42.644581,false
75977,controller,green,S,-93.80057,31.038417,false
48341,infrastructure,green,OV,-83.30243,42.626947,false
75978,controller,green,S,-94.52803,31.502292,false
48340,infrastructure,green,OV,-83.29585,42.668532,false
75979,controller,green,S,-94.40671,30.768601,false
99929,infrastructure,green,S,-132.33822,56.409507,false
99927,controller,green,S,-133.60689,56.337957,false
99928,infrastructure,green,S,-131.67537,55.395359,false
99925,controller,green,S,-133.07316,55.555164,false
36350,infrastructure,green,SE,-85.48718,31.319083,false
99926,controller,green,S,-131.56883,55.123897,false
99923,infrastructure,green,S,-130.0545,55.941442,false
36351,controller,green,SE,-85.9175,31.406536,false
61330,infrastructure,green,C,-89.27691,41.53364,false
48336,controller,green,OV,-83.3464,42.458502,false
36352,infrastructure,green,SE,-85.60789,31.262955,false
36353,controller,green,SE,-85.36241,31.453069,false
99921,infrastructure,green,S,-133.02648,55.456449,false
61331,controller,green,C,-89.27713,41.747471,false
48335,infrastructure,green,OV,-83.39853,42.465142,false
48334,controller,green,OV,-83.35363,42.5065,false
61332,infrastructure,green,C,-88.98238,41.190024,false
99922,controller,green,S,-132.82545,55.209339,false
61333,infrastructure,green,C,-88.88278,40.990965,false
61334,controller,green,C,-89.08815,41.144329,false
61335,infrastructure,green,C,-89.2205,41.168946,false
61336,controller,green,C,-89.21207,41.111077,false
61337,infrastructure,green,C,-89.36622,41.427282,false
61338,controller,green,C,-89.66966,41.4547,false
87939,infrastructure,green,SW,-107.43337,33.377012,false
24380,controller,green,E,-80.52024,36.853525,false
24382,infrastructure,green,E,-81.09439,36.947446,false
24381,controller,green,E,-80.82602,36.714663,false
87945,infrastructure,green,SW,-107.28747,33.116336,false
75960,controller,green,S,-94.80916,30.903688,false
75961,infrastructure,green,S,-94.60338,31.626011,false
87943,controller,green,SW,-107.69183,33.252863,false
75962,infrastructure,green,S,-94.607432,31.699494,false
87942,controller,green,SW,-107.35393,33.095526,false
48333,infrastructure,green,OV,-83.3863,42.660091,false
87941,controller,green,SW,-107.13794,32.699873,false
75963,infrastructure,green,S,-94.664127,31.604573,false
48332,controller,orange,OV,-83.3863,42.660091,false
87940,infrastructure,yellow,SW,-107.02161,32.620805,false
75964,controller,blue,S,-94.70503,31.61099,false
75965,infrastructure,yellow,S,-94.638278,31.649582,false
48331,controller,orange,OV,-83.40875,42.508809,false
75966,infrastructure,blue,S,-93.74869,30.831678,false
48330,controller,orange,OV,-83.363697,42.675435,false
75968,infrastructure,yellow,S,-93.94399,31.234368,false
99918,controller,blue,S,-132.82018,56.009124,false
75969,infrastructure,blue,S,-94.87815,31.436494,false
99919,controller,green,S,-132.55624,55.677232,false
48329,infrastructure,green,OV,-83.38967,42.68828,false
48328,controller,green,OV,-83.35133,42.642302,false
48327,infrastructure,green,OV,-83.40273,42.642764,false
48326,controller,green,OV,-83.24571,42.661129,false
36340,infrastructure,green,SE,-85.87941000000001,31.043454,false
61340,controller,green,C,-89.25106,41.265597,false
48325,infrastructure,green,OV,-83.3863,42.660091,false
61341,controller,green,C,-88.69727,41.336202,false
61342,infrastructure,green,C,-89.10696,41.543149,false
48324,controller,green,OV,-83.39974,42.595233,false
48323,infrastructure,green,OV,-83.37159,42.572442,false
36343,controller,green,SE,-85.13116,31.087556,false
61344,infrastructure,green,C,-89.84111,41.394429,false
24354,controller,green,E,-81.53045,36.828526,false
61345,infrastructure,green,C,-89.79442,41.280262,false
99950,controller,green,S,-131.46633,55.875767,false
61346,infrastructure,green,C,-89.71842,41.513879,false
61348,controller,green,C,-89.05943,41.292401,false
61349,infrastructure,green,C,-89.44078,41.543342,false
85317,controller,green,SW,-111.886707,33.820609,false
75990,infrastructure,green,S,-94.354476,30.792674,false
85318,controller,green,SW,-112.18717,33.276539,false
24351,infrastructure,green,E,-80.76311,36.580074,false
24350,controller,green,E,-80.99526,36.809933,false
85313,infrastructure,green,SW,-112.18717,33.276539,false
24352,controller,green,E,-80.52791,36.708515,false
85311,infrastructure,green,SW,-112.18717,33.276539,false
36344,controller,green,SE,-85.7001,31.096994,false
48322,infrastructure,green,OV,-83.37551,42.541268,false
48321,controller,green,OV,-83.3863,42.660091,false
36345,infrastructure,green,SE,-85.3149,31.381263,false
85312,controller,green,SW,-112.18717,33.276539,false
36346,infrastructure,green,SE,-85.93102,31.567171,false
48320,controller,green,OV,-83.33757,42.611783,false
85310,infrastructure,green,SW,-112.17614,33.701173,false
36349,controller,green,SE,-85.559235,31.121244,false
48318,infrastructure,green,OV,-82.903065,42.672322,false
48317,controller,green,OV,-83.04255,42.639777,false
61350,infrastructure,green,C,-88.84734,41.35263,false
48316,controller,green,OV,-83.06154,42.689632,false
48315,infrastructure,green,OV,-82.99392,42.662902,false
36330,controller,green,SE,-85.84117,31.32579,false
48314,infrastructure,green,OV,-83.04844,42.609789,false
61353,controller,green,C,-88.98815,41.690735,false
48313,infrastructure,green,OV,-82.99938,42.598734,false
36331,controller,green,SE,-85.90364,31.297817,false
61354,infrastructure,green,C,-89.1299,41.330789,false
48312,controller,green,OV,-83.00446,42.558151,false
24366,infrastructure,green,E,-81.10659,37.261609,false
61356,controller,green,C,-89.44315,41.372528,false
24368,infrastructure,green,E,-81.28162,36.889364,false
61358,controller,green,C,-89.04364,40.986256,false
61359,infrastructure,green,C,-89.26975,41.363772,false
85308,controller,green,SW,-112.17825,33.657722,false
85309,infrastructure,green,SW,-112.37688,33.533985,false
85306,controller,green,SW,-112.1767,33.624546,false
24360,infrastructure,green,E,-80.92897,36.933981,false
75980,controller,green,S,-94.363,31.154673,false
85307,infrastructure,green,SW,-112.30607,33.529314,false
85304,controller,green,SW,-112.17531,33.594069,false
24361,infrastructure,green,E,-81.84774,36.763059,false
85305,controller,green,SW,-112.25225,33.529373,false
85302,infrastructure,green,SW,-112.17699,33.568143,false
24363,controller,green,E,-81.37604,36.597486,false
85303,infrastructure,green,SW,-112.22189,33.528166,false
48311,controller,green,OV,-82.903065,42.672322,false
85301,infrastructure,green,SW,-112.1767,33.534128,false
48310,controller,green,OV,-83.07158,42.563644,false
48308,infrastructure,green,OV,-83.131426,42.638533,false
48307,controller,green,OV,-83.12781,42.662293,false
61360,infrastructure,green,C,-88.61017,41.320345,false
48306,controller,green,OV,-83.16584,42.708151,false
48305,infrastructure,green,OV,-82.911243,42.569278,false
61361,controller,green,C,-89.74444,41.400837,false
61362,infrastructure,green,C,-89.20847,41.332908,false
48304,controller,green,OV,-83.22956,42.586677,false
48303,infrastructure,green,OV,-83.3863,42.660091,false
97314,controller,green,NW,-123.006606,44.965541,false
61363,infrastructure,green,C,-89.17901,41.25645,false
61364,controller,green,C,-88.83666,41.129482,false
36320,infrastructure,green,SE,-85.31561,31.051843,false
48302,controller,green,OV,-83.29705,42.5863,false
48301,infrastructure,green,OV,-83.28083,42.546445,false
36321,controller,green,SE,-85.301373,31.202473,false
73344,infrastructure,green,S,-97.771258,30.326374,false
24333,controller,green,E,-80.92683,36.649548,false
97311,infrastructure,green,NW,-123.028607,44.943841,false
97310,controller,green,NW,-122.986105,44.927141,false
61367,infrastructure,green,C,-89.26889,41.638122,false
61368,controller,orange,C,-89.50492,41.279825,false
97313,infrastructure,blue,NW,-122.998756,44.984941,false
97312,controller,blue,NW,-123.038116,44.936357,false
61369,infrastructure,orange,C,-89.15231,40.992084,false
48309,controller,orange,OV,-83.18111,42.662732,false
24338,infrastructure,yellow,E,-80.978273,36.718307,false
85339,controller,yellow,SW,-112.16752,33.352795,false
85337,infrastructure,orange,SW,-112.7946,32.971684,false
85338,controller,blue,SW,-112.38482,33.430922,false
85335,infrastructure,yellow,SW,-112.32364,33.596823,false
85336,controller,green,SW,-114.78056,32.532458,false
24330,infrastructure,green,E,-81.00535,36.721913,false
85333,controller,green,SW,-113.45703,32.921712,false
36322,infrastructure,green,SE,-85.72111,31.284499,false
85334,controller,green,SW,-114.49095,33.631915,false
36323,infrastructure,green,SE,-86.07271,31.428389,false
85331,controller,green,SW,-111.96301,33.789204,false
85332,infrastructure,green,SW,-112.9307,34.177939,false
85330,controller,green,SW,-112.722998,33.973301,false
97308,infrastructure,green,NW,-122.457024,44.984465,false
61370,controller,green,C,-89.03886,41.21076,false
97307,infrastructure,green,NW,-122.457024,44.984465,false
61371,controller,green,C,-89.021881,41.499089,false
61372,infrastructure,green,C,-89.07794,41.466102,false
97309,controller,green,NW,-122.457024,44.984465,false
97304,infrastructure,green,NW,-123.08033,44.970181,false
61373,controller,green,C,-89.0149,41.37061,false
61374,infrastructure,green,C,-89.35449,41.543813,false
97303,controller,green,NW,-123.01992,44.984008,false
97306,infrastructure,green,NW,-123.05368,44.858446,false
61375,controller,green,C,-89.25682,41.037822,false
36310,infrastructure,green,SE,-85.2094,31.599256,false
97305,controller,green,NW,-122.95801,44.995029,false
61376,infrastructure,green,C,-89.60081,41.546706,false
61377,controller,green,C,-89.04788,41.057649,false
24343,infrastructure,green,E,-80.68706,36.750353,false
61378,controller,green,C,-89.15601,41.722744,false
97302,infrastructure,green,NW,-123.05129,44.906492,false
61379,controller,green,C,-89.60321,41.369056,false
97301,infrastructure,green,NW,-122.98694,44.926644,false
24348,controller,green,E,-81.16554,36.626454,false
24347,infrastructure,green,E,-80.65995,36.958829,false
36319,controller,green,SE,-85.14456,31.312599,false
85328,infrastructure,green,SW,-114.68562,33.326956,false
85329,controller,green,SW,-112.29588,33.431242,false
24340,infrastructure,green,E,-81.7742,36.772376,false
85326,controller,green,SW,-112.56941,33.354418,false
85327,infrastructure,green,SW,-112.18717,33.276539,false
85324,controller,green,SW,-112.10088,34.10865,false
85325,infrastructure,green,SW,-113.9537,33.946064,false
36311,controller,green,SE,-85.69097,31.589226,false
85322,infrastructure,green,SW,-112.78934,33.274422,false
36312,controller,green,SE,-85.2429,31.178688,false
85323,infrastructure,green,SW,-112.32401,33.454441,false
85320,controller,green,SW,-113.19837,33.945183,false
36313,infrastructure,green,SE,-85.79562,31.174249,false
36314,controller,green,SE,-85.75742,31.013308,false
85321,infrastructure,green,SW,-112.78694,32.331853,false
36316,controller,green,SE,-85.86482,31.172641,false
36317,infrastructure,green,SE,-85.37812,31.645125,false
36318,controller,green,SE,-85.94917,31.16782,false
24319,infrastructure,green,E,-81.65827,36.776534,false
24318,controller,green,E,-81.38945,36.982193,false
97336,infrastructure,green,NW,-122.850752,44.359301,false
97339,controller,green,NW,-123.445033,44.49893,false
38961,infrastructure,green,SE,-89.88636,33.973722,false
38960,controller,green,SE,-89.821941,33.787157,false
97338,infrastructure,green,NW,-123.33432,44.920815,false
73367,controller,green,S,-98.171022,34.752406,false
24311,infrastructure,green,E,-81.40497,36.870607,false
97333,controller,green,NW,-123.2791,44.52789,false
24313,infrastructure,green,E,-80.80411,36.909335,false
97335,controller,green,NW,-122.893292,44.634439,false
24312,infrastructure,green,E,-80.85731,36.837699,false
24315,controller,green,E,-81.0571,37.107412,false
24314,infrastructure,green,E,-81.17641,37.183901,false
24317,controller,green,E,-80.67102,36.609475,false
97331,infrastructure,green,NW,-123.27906,44.565648,false
97330,controller,green,NW,-123.2752,44.608694,false
24316,infrastructure,green,E,-81.67617,36.937195,false
85359,controller,green,SW,-114.239557,33.66688,false
85357,infrastructure,green,SW,-113.53441,33.843519,false
85358,controller,green,SW,-112.18717,33.276539,false
38963,infrastructure,green,SE,-90.39034,34.015686,false
85355,controller,green,SW,-112.44792,33.569705,false
36301,infrastructure,green,SE,-85.4045,31.180076,false
38962,controller,green,SE,-90.16305,33.90263,false
85356,infrastructure,green,SW,-114.13546,32.676125,false
38965,controller,green,SE,-89.62882,34.148775,false
36302,infrastructure,green,SE,-85.355931,31.156018,false
85353,controller,green,SW,-112.28299,33.426423,false
85354,infrastructure,green,SW,-113.01652,33.452432,false
38964,controller,green,SE,-90.39276,34.087461,false
36303,infrastructure,green,SE,-85.40605,31.249042,false
36304,controller,green,SE,-85.355931,31.156018,false
38967,infrastructure,green,SE,-89.73155,33.481491,false
85351,controller,green,SW,-112.28316,33.60642,false
38966,infrastructure,green,SE,-90.34434,33.934418,false
36305,controller,green,SE,-85.47402,31.214832,false
85352,infrastructure,green,SW,-113.976313,32.693448,false
85350,controller,orange,SW,-114.71199,32.58193,false
97329,infrastructure,orange,NW,-122.35469,44.400432,false
97326,controller,orange,NW,-123.62496,44.637701,false
97325,infrastructure,orange,NW,-122.8593,44.838001,false
38950,controller,blue,SE,-90.18159,33.753716,false
97327,infrastructure,yellow,NW,-122.97168,44.390881,false
24322,controller,blue,E,-81.11128,36.820139,false
97322,infrastructure,yellow,NW,-123.061329,44.62205,false
97321,controller,orange,NW,-123.0896,44.635395,false
24324,infrastructure,orange,E,-80.79309,36.973028,false
97324,controller,green,NW,-123.62349,44.369264,false
24323,infrastructure,green,E,-81.1992,36.88091,false
24326,controller,green,E,-81.2001,36.729236,false
24325,infrastructure,green,E,-80.60492,36.801489,false
73371,controller,green,S,-98.189412,36.248359,false
24328,infrastructure,green,E,-80.70387,36.659171,false
24327,controller,green,E,-81.82771,36.773659,false
38959,infrastructure,green,SE,-90.42665,33.304241,false
85348,controller,green,SW,-113.62376,33.730443,false
85349,infrastructure,green,SW,-114.77866,32.494054,false
85346,controller,green,SW,-114.23325,33.654343,false
85347,infrastructure,green,SW,-113.85421,32.744976,false
38952,controller,green,SE,-90.33746,33.63788,false
85344,infrastructure,green,SW,-114.30462,34.100704,false
12345,controller,green,NE,-74.058015,42.833261,false
38951,infrastructure,green,SE,-89.30308,33.968398,false
85345,controller,green,SW,-112.23984,33.573602,false
38954,infrastructure,green,SE,-90.21318,33.417028,false
85342,controller,green,SW,-112.49976,33.939162,false
38953,infrastructure,green,SE,-89.93012,33.910734,false
85343,controller,green,SW,-112.18717,33.276539,false
85340,infrastructure,green,SW,-112.40523,33.50835,false
85341,controller,green,SW,-111.890713,31.970131,false
38955,infrastructure,green,SE,-89.375281,33.743871,false
38958,controller,green,SE,-90.188462,33.929206,false
38957,infrastructure,green,SE,-90.35668,33.972212,false
63901,controller,green,C,-90.41689,36.759357,false
63902,infrastructure,green,C,-90.407013,36.712451,false
75915,controller,green,S,-94.577084,31.287257,false
63932,infrastructure,green,C,-90.23594,36.687259,false
63931,controller,green,C,-90.850785,36.66101,false
63934,infrastructure,green,C,-90.38829,37.20739,false
63933,controller,green,C,-90.09694,36.509916,false
63936,infrastructure,green,C,-90.12915,36.808827,false
63935,controller,green,C,-90.8615,36.624115,false
48391,infrastructure,green,OV,-83.3863,42.660091,false
48390,controller,green,OV,-83.47969,42.549483,false
48398,infrastructure,green,OV,-83.3863,42.660091,false
48397,controller,green,OV,-83.040222,42.491736,false
48396,infrastructure,green,OV,-83.537887,42.523233,false
75901,controller,green,S,-94.68667,31.330567,false
75902,infrastructure,green,S,-94.761103,31.362315,false
48393,controller,green,OV,-83.53378,42.532251,false
75903,infrastructure,green,S,-94.56759,31.276647,false
75904,controller,green,S,-94.76295,31.339891,false
75928,infrastructure,green,S,-93.68535,30.680344,false
75929,controller,green,S,-94.17675,31.242362,false
63941,infrastructure,green,C,-91.1528,36.918139,false
63940,controller,green,C,-90.21801,36.772841,false
63943,infrastructure,green,C,-90.81359,36.828561,false
63942,controller,green,C,-91.05402,36.546354,false
63945,infrastructure,green,C,-90.52687,36.637085,false
63944,controller,green,C,-90.42152,37.068349,false
63947,infrastructure,green,C,-90.2507,37.19068,false
48380,controller,green,OV,-83.66826,42.586597,false
63938,infrastructure,green,C,-90.26609,36.512944,false
63937,controller,green,C,-90.75026,36.936583,false
63939,infrastructure,green,C,-90.68117,36.647754,false
87910,controller,green,SW,-107.260088,33.127764,false
75930,infrastructure,green,S,-94.02062,31.340381999999998,false
75931,controller,green,S,-93.99031,31.109064,false
48387,infrastructure,green,OV,-83.311605,42.7253,false
48386,controller,green,OV,-83.47193,42.642431,false
75932,infrastructure,green,S,-93.61936,31.067439,false
75933,controller,green,S,-93.81112,30.580648,false
75934,infrastructure,green,S,-94.7312,30.907239,false
48383,controller,green,OV,-83.54529,42.657361,false
75935,infrastructure,green,S,-94.18997,31.769105,false
75936,controller,green,S,-94.58376,30.942336,false
48382,infrastructure,green,OV,-83.48997,42.593035,false
75937,controller,green,S,-94.37459,31.467506,false
48381,infrastructure,green,OV,-83.59318,42.571402,false
36395,controller,green,SE,-85.529661,31.138076,false
63950,infrastructure,green,C,-90.444953,37.119566,false
63952,controller,green,C,-90.65619,37.028626,false
63951,infrastructure,green,C,-90.27247,37.124019,false
63954,controller,green,C,-90.48646,36.559031,false
63953,infrastructure,green,C,-90.61875,36.585908,false
63956,controller,green,C,-90.52353,37.199631,false
63955,infrastructure,green,C,-90.68582,36.604837,false
63957,controller,green,C,-90.69685,37.151397,false
87901,infrastructure,green,SW,-107.18741,33.148245,false
48377,controller,green,OV,-83.47314,42.511766,false
48376,infrastructure,green,OV,-83.474785,42.470984,false
48375,controller,green,OV,-83.45865,42.462734,false
48374,infrastructure,green,OV,-83.51766,42.467945,false
48371,controller,green,OV,-83.27921,42.823968,false
75925,infrastructure,green,S,-95.05495,31.626263,false
75926,controller,green,S,-94.96448,31.243006,false
48370,infrastructure,green,OV,-83.20932,42.820082,false
75949,controller,blue,S,-94.5321,31.226939,false
36383,infrastructure,orange,SE,-85.221739,32.890759,false
63961,controller,orange,C,-90.25221,36.58479,false
48367,infrastructure,blue,OV,-83.14416,42.838438,false
63960,controller,blue,C,-90.13128,36.956662,false
63963,infrastructure,blue,C,-90.30884,37.072189,false
61301,controller,orange,C,-89.08974,41.347117,false
63962,infrastructure,yellow,C,-90.407013,36.712451,false
63965,controller,orange,C,-90.99852,36.985902,false
63964,infrastructure,orange,C,-90.42887,37.248929,false
63967,controller,green,C,-90.48271,36.944333,false
63966,infrastructure,green,C,-90.28499,36.947396,false
87937,controller,green,SW,-107.16806,32.603957,false
87936,infrastructure,green,SW,-107.27535,32.760034,false
87935,controller,green,SW,-107.22065,33.208473,false
87933,infrastructure,green,SW,-107.28652,32.791076,false
87931,controller,green,SW,-107.36322,32.969955,false
75951,infrastructure,green,S,-94.03455,30.941282,false
87930,controller,green,SW,-107.32655,32.807462,false
48366,infrastructure,green,OV,-83.18412,42.803277,false
75954,controller,green,S,-94.05761,31.95015,false
48363,infrastructure,green,OV,-83.17281,42.765582,false
48362,controller,green,OV,-83.2471,42.783379,false
75956,infrastructure,green,S,-93.93811,30.670556,false
48361,controller,green,OV,-83.3863,42.660091,false
75957,infrastructure,green,S,-94.391148,31.902986,false
75958,controller,green,S,-94.639022,31.534162,false
48360,infrastructure,green,OV,-83.2612,42.74628,false
75959,controller,green,S,-93.86086,31.511711,false
75938,infrastructure,green,S,-94.35108,30.916106,false
75939,controller,green,S,-94.7994,30.998982,false
36370,infrastructure,green,SE,-85.15675,31.141962,false
99903,controller,green,S,-132.25002,55.742045,false
36371,infrastructure,green,SE,-85.54722,31.31201,false
48359,controller,green,OV,-83.28537,42.722932,false
36373,infrastructure,green,SE,-85.1146,31.52151,false
99901,controller,green,S,-131.6762,55.368644,false
36374,infrastructure,green,SE,-85.48581,31.569287,false
36375,controller,green,SE,-85.54403,31.096836,false
48357,infrastructure,green,OV,-83.63297,42.656281,false
36376,controller,green,SE,-85.27681,31.243717,false
61310,infrastructure,green,C,-89.34371,41.707588,false
48356,controller,green,OV,-83.58982,42.66415,false
61311,infrastructure,green,C,-88.86268,41.042878,false
61312,controller,green,C,-89.23432,41.435197,false
61313,infrastructure,green,C,-88.66836,41.064946,false
61314,controller,green,C,-89.67662,41.310471,false
61315,infrastructure,green,C,-89.37069,41.289819,false
61316,controller,green,C,-89.12523,41.261853,false
61317,infrastructure,green,C,-89.21243,41.4276,false
61318,controller,green,C,-89.07807,41.710715,false
75941,infrastructure,green,S,-94.77725,31.195633,false
